publication_year,category,type,count
1979,Housing Market and Economics,primary_topic,2
1979,"Housing, Finance, and Neoliberalism",primary_topic,1
1979,Human Resource Development and Performance Evaluation,primary_topic,1
1979,Human-Automation Interaction and Safety,primary_topic,9
1979,Human-Computer Interaction,subfield,2
1979,Image Processing and 3D Reconstruction,primary_topic,1
1979,Image Retrieval and Classification Techniques,primary_topic,4
1979,Industrial and Manufacturing Engineering,subfield,9
1979,Information Retrieval and Search Behavior,primary_topic,1
1979,Information Systems,subfield,7
1979,Information Systems and Management,subfield,3
1979,Information Technology Governance and Strategy,primary_topic,4
1979,Innovation Diffusion and Forecasting,primary_topic,2
1979,Innovation and Knowledge Management,primary_topic,7
1979,"Innovation, Sustainability, Human-Machine Systems",primary_topic,1
1979,Innovative Teaching and Learning Methods,primary_topic,2
1979,Insect Science,subfield,1
1979,"Insurance, Mortality, Demography, Risk Management",primary_topic,2
1979,Intergenerational and Educational Inequality Studies,primary_topic,3
1979,International Development and Aid,primary_topic,1
1979,International Relations and Foreign Policy,primary_topic,3
1979,Job Satisfaction and Organizational Behavior,primary_topic,2
1979,Judicial and Constitutional Studies,primary_topic,1
1979,"LGBTQ Health, Identity, and Policy",primary_topic,1
1979,Labor Movements and Unions,primary_topic,1
1979,Labor market dynamics and wage inequality,primary_topic,14
1979,Land Use and Ecosystem Services,primary_topic,2
1979,Landslides and related hazards,primary_topic,1
1979,Language Development and Disorders,primary_topic,1
1979,Language and Linguistics,subfield,4
1979,"Language, Discourse, Communication Strategies",primary_topic,1
1979,"Language, Metaphor, and Cognition",primary_topic,3
1979,Law,subfield,1
1979,"Law, Economics, and Judicial Systems",primary_topic,1
1979,Life Sciences,domain,44
1979,Local Government Finance and Decentralization,primary_topic,1
1979,"Logic, programming, and type systems",primary_topic,2
1979,Management Information Systems,subfield,15
1979,Management Science and Operations Research,subfield,48
1979,Management and Organizational Studies,primary_topic,4
1979,Management of Technology and Innovation,subfield,2
1979,"Management, Monitoring, Policy and Law",subfield,2
1979,Manufacturing Process and Optimization,primary_topic,1
1979,Marine and coastal plant biology,primary_topic,1
1979,Marine and fisheries research,primary_topic,7
1979,Market Dynamics and Volatility,primary_topic,1
1979,Marketing,subfield,6
1979,Mathematical Physics,subfield,6
1979,Mathematical and Theoretical Epidemiology and Ecology Models,primary_topic,3
1979,Mathematics,field,18
1979,Mathematics Education and Teaching Techniques,primary_topic,2
1979,Matrix Theory and Algorithms,primary_topic,1
1979,Mechanical Engineering,subfield,9
1979,Mechanics and Biomechanics Studies,primary_topic,3
1979,Medicine,field,8
1979,Memory Processes and Influences,primary_topic,4
1979,Memory and Neural Mechanisms,primary_topic,1
1979,Mental Health and Psychiatry,primary_topic,3
1979,Migration and Labor Dynamics,primary_topic,1
1979,Misinformation and Its Impacts,primary_topic,1
1979,"Modeling, Simulation, and Optimization",primary_topic,1
1979,Monetary Policy and Economic Impact,primary_topic,3
1979,Morphological variations and asymmetry,primary_topic,1
1979,Multi-Agent Systems and Negotiation,primary_topic,1
1979,Multi-Criteria Decision Making,primary_topic,3
1979,Natural Language Processing Techniques,primary_topic,3
1979,Neural Networks and Applications,primary_topic,4
1979,Neural dynamics and brain function,primary_topic,2
1979,Neuroscience,field,38
1979,Neuroscience and Music Perception,primary_topic,1
1979,"Neuroscience, Education and Cognitive Function",primary_topic,1
1979,Ocean Engineering,subfield,3
1979,Oceanography,subfield,1
1979,Online and Blended Learning,primary_topic,2
1979,Operations Management Techniques,primary_topic,2
1979,Opinion Dynamics and Social Influence,primary_topic,2
1979,Optimization and Mathematical Programming,primary_topic,9
1979,Optimization and Packing Problems,primary_topic,2
1979,Organic Chemistry,subfield,1
1979,Organizational Behavior and Human Resource Management,subfield,6
1979,Organizational Management and Leadership,primary_topic,1
1979,Origins and Evolution of Life,primary_topic,1
1979,Outsourcing and Supply Chain Management,primary_topic,3
1979,Paleontology,subfield,2
1979,Philosophy,subfield,8
1979,Philosophy and History of Science,primary_topic,10
1979,Philosophy and Theoretical Science,primary_topic,2
1979,Physical Sciences,domain,208
1979,Physics and Astronomy,field,4
1979,Physiology,subfield,1
1979,Plant Science,subfield,1
1979,Policy Transfer and Learning,primary_topic,1
1979,Political Philosophy and Ethics,primary_topic,1
1979,Political Science and International Relations,subfield,12
1979,Pragmatism in Philosophy and Education,primary_topic,2
1979,Problem Solving Skills Development,primary_topic,1
1979,Product Development and Customization,primary_topic,1
1979,Psychiatry and Mental health,subfield,1
1979,Psychological Testing and Assessment,primary_topic,1
1979,Psychological Well-being and Life Satisfaction,primary_topic,1
1979,Psychology,field,87
1979,Psychometric Methodologies and Testing,primary_topic,1
1979,Public Administration,subfield,6
1979,"Public Health, Environmental and Occupational Health",subfield,3
1979,Public Policy and Administration Research,primary_topic,5
1979,Public Relations and Crisis Communication,primary_topic,3
1979,Quality and Supply Management,primary_topic,4
1979,Reading and Literacy Development,primary_topic,5
1979,Regional Development and Innovation,primary_topic,1
1979,Regional Economics and Spatial Analysis,primary_topic,2
1979,Reinforcement Learning in Robotics,primary_topic,1
1979,Reproductive Health and Technologies,primary_topic,2
1979,Reproductive Medicine,subfield,2
1979,Risk Management in Financial Firms,primary_topic,1
1979,Robotics and Sensor-Based Localization,primary_topic,1
1979,Rough Sets and Fuzzy Logic,primary_topic,2
1979,Safety Research,subfield,2
1979,"Safety, Risk, Reliability and Quality",subfield,1
1979,Scheduling and Optimization Algorithms,primary_topic,3
1979,Scheduling and Timetabling Solutions,primary_topic,1
1979,School Choice and Performance,primary_topic,1
1979,Science Education and Pedagogy,primary_topic,4
1979,Second Language Acquisition and Learning,primary_topic,1
1979,Semantic Web and Ontologies,primary_topic,1
1979,Sensory Analysis and Statistical Methods,primary_topic,1
1979,Service-Oriented Architecture and Web Services,primary_topic,1
1979,Signal Processing,subfield,2
1979,Silkworms and Sericulture Research,primary_topic,1
1979,Simulation Techniques and Applications,primary_topic,2
1979,Social Psychology,subfield,12
1979,Social Sciences,domain,388
1979,Social Sciences,field,73
1979,Sociology and Political Science,subfield,16
1979,Software Engineering Research,primary_topic,4
1979,Soviet and Russian History,primary_topic,1
1979,Spatial Cognition and Navigation,primary_topic,30
1979,Spatial and Panel Data Analysis,primary_topic,1
1979,Speech and Hearing,subfield,1
1979,Sport Psychology and Performance,primary_topic,3
1979,Statistical Distribution Estimation and Applications,primary_topic,2
1979,Statistical and Nonlinear Physics,subfield,3
1979,Statistics and Probability,subfield,7
1979,Stochastic processes and statistical mechanics,primary_topic,6
1979,Strategy and Management,subfield,31
1979,Student Assessment and Feedback,primary_topic,1
1979,Supply Chain and Inventory Management,primary_topic,2
1979,Sustainability and Ecological Systems Analysis,primary_topic,4
1979,Sustainable Development and Environmental Policy,primary_topic,1
1979,"Syntax, Semantics, Linguistic Variation",primary_topic,2
1979,Target Tracking and Data Fusion in Sensor Networks,primary_topic,3
1979,Teacher Education and Leadership Studies,primary_topic,2
1979,Teaching and Learning Programming,primary_topic,2
1979,Technology Adoption and User Behaviour,primary_topic,3
1979,Technology Assessment and Management,primary_topic,1
1979,"Terrorism, Counterterrorism, and Political Violence",primary_topic,2
1979,Theology and Philosophy of Evil,primary_topic,1
1979,Theoretical Computer Science,subfield,3
1979,Transportation,subfield,3
1979,Transportation Planning and Optimization,primary_topic,2
1979,Urban Design and Spatial Analysis,primary_topic,2
1979,Urban Planning and Governance,primary_topic,1
1979,Urban Studies,subfield,1
1979,Urban Transport and Accessibility,primary_topic,1
1979,"Urban, Neighborhood, and Segregation Studies",primary_topic,1
1979,Usability and User Interface Design,primary_topic,2
1979,Visual Arts and Performing Arts,subfield,2
1979,Visual and Cognitive Learning Processes,primary_topic,29
1979,Visual perception and processing mechanisms,primary_topic,16
1979,Water resources management and optimization,primary_topic,3
1979,World Systems and Global Transformations,primary_topic,1
1979,Writing and Handwriting Education,primary_topic,2
1979,demographic modeling and climate adaptation,primary_topic,1
1979,graph theory and CDMA systems,primary_topic,1
1980,AI-based Problem Solving and Planning,primary_topic,8
1980,Academic and Historical Perspectives in Psychology,primary_topic,4
1980,Accounting,subfield,3
1980,Accounting and Organizational Management,primary_topic,14
1980,Advanced Control Systems Optimization,primary_topic,2
1980,Advanced Data Processing Techniques,primary_topic,2
1980,Advanced Database Systems and Queries,primary_topic,7
1980,Advanced Manufacturing and Logistics Optimization,primary_topic,4
1980,Advanced Research in Systems and Signal Processing,primary_topic,2
1980,Advanced Software Engineering Methodologies,primary_topic,5
1980,Advanced Statistical Methods and Models,primary_topic,1
1980,Advanced Text Analysis Techniques,primary_topic,3
1980,Aerospace Engineering,subfield,1
1980,Agricultural Economics and Policy,primary_topic,1
1980,Agricultural Economics and Practices,primary_topic,1
1980,Agricultural and Biological Sciences,field,5
1980,Agricultural risk and resilience,primary_topic,2
1980,Algal biology and biofuel production,primary_topic,2
1980,Algorithms and Data Compression,primary_topic,1
1980,Animal Ecology and Behavior Studies,primary_topic,1
1980,Anthropological Studies and Insights,primary_topic,1
1980,Anthropology,subfield,2
1980,Applied Mathematics,subfield,2
1980,Applied Psychology,subfield,2
1980,Aquatic Ecosystems and Phytoplankton Dynamics,primary_topic,1
1980,Archaeology and ancient environmental studies,primary_topic,3
1980,Artificial Intelligence,subfield,69
1980,Artificial Intelligence in Education,primary_topic,1
1980,Artificial Intelligence in Games,primary_topic,1
1980,Arts and Humanities,field,30
1980,Attachment and Relationship Dynamics,primary_topic,1
1980,Auction Theory and Applications,primary_topic,3
1980,Authorship Attribution and Profiling,primary_topic,2
1980,Automotive Engineering,subfield,1
1980,BRCA gene mutations in cancer,primary_topic,1
1980,"Banking stability, regulation, efficiency",primary_topic,5
1980,Bayesian Methods and Mixture Models,primary_topic,1
1980,Bayesian Modeling and Causal Inference,primary_topic,2
1980,Behavioral Health and Interventions,primary_topic,1
1980,Behavioral and Psychological Studies,primary_topic,5
1980,Big Data and Business Intelligence,primary_topic,2
1980,Biochemical and Structural Characterization,primary_topic,2
1980,"Biochemistry, Genetics and Molecular Biology",field,3
1980,Biomedical Engineering,subfield,2
1980,Building and Construction,subfield,3
1980,Business Process Modeling and Analysis,primary_topic,2
1980,Business Strategy and Innovation,primary_topic,3
1980,Business and Management Studies,primary_topic,1
1980,"Business, Management and Accounting",field,64
1980,Capital Investment and Risk Analysis,primary_topic,4
1980,Chemistry,field,2
1980,Child Therapy and Development,primary_topic,1
1980,Child and Animal Learning Development,primary_topic,19
1980,Children's Physical and Motor Development,primary_topic,1
1980,Classical Philosophy and Thought,primary_topic,1
1980,Climate Change Policy and Economics,primary_topic,2
1980,Clinical Psychology,subfield,2
1980,Clinical Reasoning and Diagnostic Skills,primary_topic,7
1980,Coastal and Marine Management,primary_topic,2
1980,Cognitive Abilities and Testing,primary_topic,5
1980,Cognitive Neuroscience,subfield,26
1980,Cognitive Science and Education Research,primary_topic,6
1980,Cognitive Science and Mapping,primary_topic,13
1980,Cognitive and developmental aspects of mathematical skills,primary_topic,3
1980,Cognitive and psychological constructs research,primary_topic,4
1980,Color perception and design,primary_topic,2
1980,Community Health and Development,primary_topic,3
1980,Competitive and Knowledge Intelligence,primary_topic,1
1980,Complex Network Analysis Techniques,primary_topic,2
1980,Complex Systems and Decision Making,primary_topic,19
1980,Complex Systems and Time Series Analysis,primary_topic,3
1980,"Computability, Logic, AI Algorithms",primary_topic,39
1980,Computational Drug Discovery Methods,primary_topic,1
1980,Computational Theory and Mathematics,subfield,42
1980,Computer Networks and Communications,subfield,17
1980,Computer Science,field,154
1980,Computer Science Applications,subfield,5
1980,Computer Vision and Pattern Recognition,subfield,3
1980,Condensed Matter Physics,subfield,1
1980,Constraint Satisfaction and Optimization,primary_topic,9
1980,Consumer Behavior in Brand Consumption and Identification,primary_topic,1
1980,Consumer Market Behavior and Pricing,primary_topic,5
1980,Contemporary Sociological Theory and Practice,primary_topic,1
1980,Control and Systems Engineering,subfield,12
1980,Cooperative Studies and Economics,primary_topic,1
1980,Corporate Finance and Governance,primary_topic,3
1980,Corporate Governance and Management,primary_topic,5
1980,Corruption and Economic Development,primary_topic,1
1980,Creativity in Education and Neuroscience,primary_topic,4
1980,Crime Patterns and Interventions,primary_topic,1
1980,Cultural Studies,subfield,1
1980,"Culture, Economy, and Development Studies",primary_topic,1
1980,Data Analysis with R,primary_topic,1
1980,Data Visualization and Analytics,primary_topic,2
1980,Decision Sciences,field,59
1980,Decision-Making and Behavioral Economics,primary_topic,15
1980,Demographic Trends and Gender Preferences,primary_topic,2
1980,Demography,subfield,4
1980,Design Education and Practice,primary_topic,12
1980,Developmental and Educational Psychology,subfield,53
1980,Differential Equations and Boundary Problems,primary_topic,2
1980,Digital Storytelling and Education,primary_topic,1
1980,Disaster Management and Resilience,primary_topic,2
1980,Diverse Academic Research Areas,primary_topic,2
1980,ERP Systems Implementation and Impact,primary_topic,1
1980,Earth and Planetary Sciences,field,3
1980,Ecological Modeling,subfield,1
1980,Ecology,subfield,2
1980,Ecology and Vegetation Dynamics Studies,primary_topic,2
1980,Economic Growth and Productivity,primary_topic,3
1980,Economic Theory and Institutions,primary_topic,9
1980,Economic Theory and Policy,primary_topic,4
1980,Economic and Environmental Valuation,primary_topic,12
1980,Economic theories and models,primary_topic,11
1980,"Economic, financial, and policy analysis",primary_topic,1
1980,Economics and Econometrics,subfield,65
1980,Economics of Agriculture and Food Markets,primary_topic,2
1980,"Economics, Econometrics and Finance",field,89
1980,Ecosystem dynamics and resilience,primary_topic,1
1980,Education,subfield,20
1980,Education Methods and Technologies,primary_topic,1
1980,Education and Critical Thinking Development,primary_topic,2
1980,Education and Technology Integration,primary_topic,1
1980,Educational Assessment and Improvement,primary_topic,1
1980,Educational Assessment and Pedagogy,primary_topic,3
1980,Educational Environments and Student Outcomes,primary_topic,2
1980,Educational Games and Gamification,primary_topic,9
1980,Educational Innovations and Challenges,primary_topic,1
1980,Educational Strategies and Epistemologies,primary_topic,3
1980,Educational theories and practices,primary_topic,1
1980,Electoral Systems and Political Participation,primary_topic,5
1980,Embedded Systems Design Techniques,primary_topic,1
1980,Employment and Welfare Studies,primary_topic,2
1980,Energy,field,3
1980,Engineering,field,54
1980,Environmental Chemistry,subfield,1
1980,Environmental Education and Sustainability,primary_topic,1
1980,Environmental Science,field,18
1980,Environmental and Social Impact Assessments,primary_topic,1
1980,European Monetary and Fiscal Policies,primary_topic,1
1980,Evaluation and Performance Assessment,primary_topic,2
1980,Evolutionary Algorithms and Applications,primary_topic,1
1980,Evolutionary Game Theory and Cooperation,primary_topic,2
1980,Experimental Behavioral Economics Studies,primary_topic,4
1980,Experimental and Cognitive Psychology,subfield,46
1980,Family Practice,subfield,7
1980,Finance,subfield,11
1980,Financial Markets and Investment Strategies,primary_topic,1
1980,Financial Reporting and Valuation Research,primary_topic,2
1980,Firm Innovation and Growth,primary_topic,1
1980,Fiscal Policies and Political Economy,primary_topic,1
1980,Fiscal Policy and Economic Growth,primary_topic,1
1980,Flexible and Reconfigurable Manufacturing Systems,primary_topic,6
1980,Food Science,subfield,1
1980,Forecasting Techniques and Applications,primary_topic,1
1980,Free Will and Agency,primary_topic,1
1980,Fuzzy Systems and Optimization,primary_topic,1
1980,Game Theory and Applications,primary_topic,1
1980,Game Theory and Voting Systems,primary_topic,3
1980,Gender Studies,subfield,4
1980,"Gender, Labor, and Family Dynamics",primary_topic,2
1980,General Agricultural and Biological Sciences,subfield,2
1980,General Decision Sciences,subfield,15
1980,"General Economics, Econometrics and Finance",subfield,13
1980,General Health Professions,subfield,5
1980,General Psychology,subfield,4
1980,Genetics,subfield,1
1980,Geography and Environmental Studies,primary_topic,1
1980,Global Energy and Sustainability Research,primary_topic,1
1980,Global Trade and Competitiveness,primary_topic,1
1980,Global and Planetary Change,subfield,1
1980,Global trade and economics,primary_topic,1
1980,Globalization and Cultural Identity,primary_topic,1
1980,Hardware and Architecture,subfield,4
1980,Health,subfield,1
1980,Health Professions,field,7
1980,Health Sciences,domain,20
1980,Health disparities and outcomes,primary_topic,1
1980,Higher Education Governance and Development,primary_topic,2
1980,Higher Education and Employability,primary_topic,1
1980,Historical and Scientific Studies,primary_topic,1
1980,History and Philosophy of Science,subfield,19
1980,History and advancements in chemistry,primary_topic,2
1980,Human-Automation Interaction and Safety,primary_topic,1
1980,ICT Impact and Policies,primary_topic,1
1980,ICT in Developing Communities,primary_topic,1
1980,Image Retrieval and Classification Techniques,primary_topic,1
1980,"Income, Poverty, and Inequality",primary_topic,1
1980,Industrial and Manufacturing Engineering,subfield,16
1980,Information Architecture and Usability,primary_topic,1
1980,Information Retrieval and Search Behavior,primary_topic,1
1980,Information Systems,subfield,11
1980,Information Systems Theories and Implementation,primary_topic,4
1980,Information Systems and Management,subfield,4
1980,Information Technology Governance and Strategy,primary_topic,1
1980,Innovation Diffusion and Forecasting,primary_topic,3
1980,Innovation Policy and R&D,primary_topic,2
1980,Innovation and Knowledge Management,primary_topic,4
1980,Innovations in Medical Education,primary_topic,2
1980,Innovative Teaching and Learning Methods,primary_topic,4
1980,Insurance and Financial Risk Management,primary_topic,4
1980,"Insurance, Mortality, Demography, Risk Management",primary_topic,2
1980,Intelligent Tutoring Systems and Adaptive Learning,primary_topic,8
1980,International Business and FDI,primary_topic,1
1980,Iron and Steelmaking Processes,primary_topic,5
1980,Knowledge Societies in the 21st Century,primary_topic,1
1980,Labor market dynamics and wage inequality,primary_topic,1
1980,Language and Linguistics,subfield,5
1980,Language and cultural evolution,primary_topic,1
1980,"Language, Discourse, Communication Strategies",primary_topic,2
1980,"Language, Metaphor, and Cognition",primary_topic,6
1980,"Law, Economics, and Judicial Systems",primary_topic,3
1980,Learning Styles and Cognitive Differences,primary_topic,2
1980,Life Sciences,domain,35
1980,Linguistic Variation and Morphology,primary_topic,1
1980,Linguistics and Discourse Analysis,primary_topic,1
1980,Linguistics and Language,subfield,1
1980,"Linguistics, Language Diversity, and Identity",primary_topic,1
1980,Literature and Literary Theory,subfield,2
1980,Local Economic Development and Planning,primary_topic,1
1980,Local Government Finance and Decentralization,primary_topic,2
1980,"Logic, Reasoning, and Knowledge",primary_topic,4
1980,Machine Learning and Algorithms,primary_topic,8
1980,Management Information Systems,subfield,26
1980,Management Science and Operations Research,subfield,37
1980,Management Theory and Practice,primary_topic,2
1980,Management and Marketing Education,primary_topic,2
1980,Management and Organizational Studies,primary_topic,2
1980,Management of Technology and Innovation,subfield,4
1980,"Management, Monitoring, Policy and Law",subfield,10
1980,Marketing,subfield,6
1980,Mathematical Physics,subfield,4
1980,Mathematical and Theoretical Epidemiology and Ecology Models,primary_topic,2
1980,Mathematics,field,11
1980,Mathematics Education and Teaching Techniques,primary_topic,1
1980,Mechanical Engineering,subfield,18
1980,Media Influence and Health,primary_topic,1
1980,Media Technology,subfield,1
1980,Medicine,field,13
1980,Mental Health and Psychiatry,primary_topic,2
1980,Merger and Competition Analysis,primary_topic,2
1980,Migration and Labor Dynamics,primary_topic,1
1980,"Migration, Ethnicity, and Economy",primary_topic,2
1980,Military Defense Systems Analysis,primary_topic,1
1980,Modular Robots and Swarm Intelligence,primary_topic,1
1980,Molecular Biology,subfield,2
1980,Monetary Policy and Economic Impact,primary_topic,7
1980,Multi-Agent Systems and Negotiation,primary_topic,2
1980,Multi-Criteria Decision Making,primary_topic,4
1980,Multisensory perception and integration,primary_topic,10
1980,Muscle activation and electromyography studies,primary_topic,2
1980,Music and Audio Processing,primary_topic,3
1980,Narrative Theory and Analysis,primary_topic,1
1980,Nature and Landscape Conservation,subfield,2
1980,Neural Networks and Applications,primary_topic,4
1980,Neural and Behavioral Psychology Studies,primary_topic,1
1980,Neural dynamics and brain function,primary_topic,5
1980,Neuroscience,field,27
1980,Neuroscience and Music Perception,primary_topic,4
1980,"Obesity, Physical Activity, Diet",primary_topic,1
1980,Olfactory and Sensory Function Studies,primary_topic,1
1980,Online and Blended Learning,primary_topic,1
1980,Open Source Software Innovations,primary_topic,3
1980,Operations Management Techniques,primary_topic,1
1980,Opinion Dynamics and Social Influence,primary_topic,1
1980,Optimization and Mathematical Programming,primary_topic,3
1980,Optimization and Search Problems,primary_topic,1
1980,Organizational Behavior and Human Resource Management,subfield,6
1980,Organizational Learning and Leadership,primary_topic,2
1980,Outsourcing and Supply Chain Management,primary_topic,2
1980,Paleontology,subfield,3
1980,Parallel Computing and Optimization Techniques,primary_topic,3
1980,Pathology and Forensic Medicine,subfield,1
1980,Petri Nets in System Modeling,primary_topic,1
1980,Philosophy,subfield,4
1980,Philosophy and History of Science,primary_topic,13
1980,Philosophy and Theoretical Science,primary_topic,3
1980,"Philosophy, Science, and History",primary_topic,6
1980,Phonetics and Phonology Research,primary_topic,1
1980,Physical Sciences,domain,249
1980,Physical and Theoretical Chemistry,subfield,2
1980,Physics and Astronomy,field,4
1980,Pleistocene-Era Hominins and Archaeology,primary_topic,1
1980,Political Conflict and Governance,primary_topic,1
1980,Political Science and International Relations,subfield,19
1980,Political Systems and Governance,primary_topic,1
1980,Political Theory and Democracy,primary_topic,1
1980,Political and Social Issues,primary_topic,1
1980,Problem Solving Skills Development,primary_topic,1
1980,Process Optimization and Integration,primary_topic,2
1980,Product Development and Customization,primary_topic,1
1980,Psychological Testing and Assessment,primary_topic,1
1980,Psychological Well-being and Life Satisfaction,primary_topic,1
1980,Psychological and Educational Research Studies,primary_topic,1
1980,Psychology,field,117
1980,Psychology of Moral and Emotional Judgment,primary_topic,1
1980,Psychotherapy Techniques and Applications,primary_topic,1
1980,Public Administration,subfield,5
1980,Public Administration and Political Analysis,primary_topic,1
1980,"Public Health, Environmental and Occupational Health",subfield,5
1980,Public Policy and Administration Research,primary_topic,5
1980,Quality and Supply Management,primary_topic,2
1980,Reading and Literacy Development,primary_topic,5
1980,Regional Economic and Spatial Analysis,primary_topic,1
1980,Regional Economics and Spatial Analysis,primary_topic,4
1980,"Renewable Energy, Sustainability and the Environment",subfield,3
1980,Resource-Constrained Project Scheduling,primary_topic,2
1980,Risk Perception and Management,primary_topic,5
1980,Risk and Portfolio Optimization,primary_topic,1
1980,Risk and Safety Analysis,primary_topic,2
1980,Robotic Mechanisms and Dynamics,primary_topic,1
1980,Rough Sets and Fuzzy Logic,primary_topic,1
1980,Safety Research,subfield,4
1980,Scheduling and Optimization Algorithms,primary_topic,6
1980,School Choice and Performance,primary_topic,1
1980,Science Education and Pedagogy,primary_topic,3
1980,Semantic Web and Ontologies,primary_topic,1
1980,Sensory Analysis and Statistical Methods,primary_topic,1
1980,Sensory Systems,subfield,1
1980,Signal Processing,subfield,3
1980,Social Policy and Reform Studies,primary_topic,1
1980,Social Power and Status Dynamics,primary_topic,1
1980,Social Psychology,subfield,10
1980,Social Representations and Identity,primary_topic,1
1980,Social Sciences,domain,449
1980,Social Sciences,field,90
1980,Sociology and Norbert Elias,primary_topic,1
1980,Sociology and Political Science,subfield,26
1980,Software Engineering Research,primary_topic,6
1980,Soil Science,subfield,2
1980,Southeast Asian Sociopolitical Studies,primary_topic,2
1980,Soviet and Russian History,primary_topic,1
1980,Spatial Cognition and Navigation,primary_topic,1
1980,Species Distribution and Climate Change,primary_topic,1
1980,Speech and Hearing,subfield,2
1980,Speech and dialogue systems,primary_topic,3
1980,Sport Psychology and Performance,primary_topic,5
1980,Statistical and Nonlinear Physics,subfield,3
1980,Statistics and Probability,subfield,5
1980,"Statistics, Probability and Uncertainty",subfield,3
1980,Stochastic processes and statistical mechanics,primary_topic,4
1980,Strategy and Management,subfield,18
1980,Supply Chain and Inventory Management,primary_topic,2
1980,Sustainable Development and Environmental Policy,primary_topic,1
1980,"Syntax, Semantics, Linguistic Variation",primary_topic,2
1980,Tactile and Sensory Interactions,primary_topic,2
1980,Teacher Education and Leadership Studies,primary_topic,1
1980,Teaching and Learning Programming,primary_topic,2
1980,Technology Adoption and User Behaviour,primary_topic,2
1980,"Terrorism, Counterterrorism, and Political Violence",primary_topic,1
1980,Theoretical and Computational Physics,primary_topic,1
1980,Topic Modeling,primary_topic,1
1980,"Tourism, Leisure and Hospitality Management",subfield,1
1980,Transportation,subfield,1
1980,Transportation Planning and Optimization,primary_topic,1
1980,University-Industry-Government Innovation Models,primary_topic,1
1980,Urban Design and Spatial Analysis,primary_topic,3
1980,Urban Planning and Governance,primary_topic,2
1980,Urban Planning and Valuation,primary_topic,5
1980,Urban Studies,subfield,2
1980,"Urban, Neighborhood, and Segregation Studies",primary_topic,1
1980,Visual and Cognitive Learning Processes,primary_topic,16
1980,Visual perception and processing mechanisms,primary_topic,6
1980,Water Science and Technology,subfield,1
1980,Wildlife Ecology and Conservation,primary_topic,1
1980,Wine Industry and Tourism,primary_topic,1
1980,World Systems and Global Transformations,primary_topic,1
1980,scientometrics and bibliometrics research,primary_topic,1
1981,AI in Service Interactions,primary_topic,1
1981,AI-based Problem Solving and Planning,primary_topic,8
1981,Academic and Historical Perspectives in Psychology,primary_topic,8
1981,Accounting,subfield,7
1981,Accounting Education and Careers,primary_topic,2
1981,Accounting and Organizational Management,primary_topic,7
1981,Advanced Control Systems Optimization,primary_topic,1
1981,Advanced Mathematical Theories and Applications,primary_topic,1
1981,Advanced Queuing Theory Analysis,primary_topic,5
1981,Advanced Text Analysis Techniques,primary_topic,4
1981,African history and culture analysis,primary_topic,1
1981,Aging,subfield,1
1981,Agricultural and Biological Sciences,field,11
1981,"Agriculture, Land Use, Rural Development",primary_topic,1
1981,Algorithms and Data Compression,primary_topic,2
1981,Animal Behavior and Reproduction,primary_topic,2
1981,Animal Ecology and Behavior Studies,primary_topic,1
1981,Animal and Plant Science Education,primary_topic,1
1981,Anthropology,subfield,1
1981,Applied Mathematics,subfield,2
1981,Applied Psychology,subfield,3
1981,Archaeology and ancient environmental studies,primary_topic,1
1981,Art History and Market Analysis,primary_topic,1
1981,Artificial Intelligence,subfield,77
1981,Artificial Intelligence in Games,primary_topic,3
1981,Arts and Humanities,field,65
1981,Astronomy and Astrophysics,subfield,5
1981,Auction Theory and Applications,primary_topic,1
1981,Authorship Attribution and Profiling,primary_topic,2
1981,Automotive Engineering,subfield,8
1981,"Banking stability, regulation, efficiency",primary_topic,2
1981,Bayesian Methods and Mixture Models,primary_topic,2
1981,Bayesian Modeling and Causal Inference,primary_topic,7
1981,Behavioral and Psychological Studies,primary_topic,20
1981,Big Data and Business Intelligence,primary_topic,2
1981,"Biochemistry, Genetics and Molecular Biology",field,7
1981,Biomedical Text Mining and Ontologies,primary_topic,4
1981,Business Process Modeling and Analysis,primary_topic,1
1981,Business Strategy and Innovation,primary_topic,13
1981,Business and Management Studies,primary_topic,1
1981,"Business, Management and Accounting",field,78
1981,Capital Investment and Risk Analysis,primary_topic,2
1981,"Categorization, perception, and language",primary_topic,2
1981,Child Therapy and Development,primary_topic,1
1981,Child Welfare and Adoption,primary_topic,1
1981,Child and Adolescent Psychosocial and Emotional Development,primary_topic,1
1981,Child and Animal Learning Development,primary_topic,23
1981,Classical Philosophy and Thought,primary_topic,2
1981,Clinical Psychology,subfield,2
1981,Clinical Reasoning and Diagnostic Skills,primary_topic,20
1981,Cognitive Abilities and Testing,primary_topic,10
1981,Cognitive Computing and Networks,primary_topic,1
1981,Cognitive Neuroscience,subfield,46
1981,Cognitive Science and Education Research,primary_topic,8
1981,Cognitive Science and Mapping,primary_topic,16
1981,Cognitive and developmental aspects of mathematical skills,primary_topic,11
1981,Cognitive and psychological constructs research,primary_topic,6
1981,Communication in Education and Healthcare,primary_topic,1
1981,Community Health and Development,primary_topic,1
1981,Complex Systems and Decision Making,primary_topic,46
1981,Complex Systems and Time Series Analysis,primary_topic,3
1981,"Computability, Logic, AI Algorithms",primary_topic,24
1981,Computational Theory and Mathematics,subfield,25
1981,Computer Networks and Communications,subfield,3
1981,Computer Science,field,138
1981,Computer Science Applications,subfield,6
1981,Computer Vision and Pattern Recognition,subfield,8
